brand_name,n_products,n_categories,categories,avg_price,median_price,price_p10,price_p90,avg_promo_rate,avg_discount_depth,avg_price_volatility,price_range_p90_p10,brand_quadrant
Acecook,11,1,Mì - Thực Phẩm Ăn Liền,125089.39393939394,129000.0,11425.0,305100.0,0.018939393939393936,0.04782608695652174,0.002732870033412384,293675.0,household_giant
Maggi,11,1,Gia Vị,35130.19400027993,29984.821428571428,23363.333333333332,55600.0,0.36739558289042973,0.23247906689792183,0.07817950429752803,32236.666666666668,household_giant
Biên Hòa,11,1,Gia Vị,40665.03085184202,37275.862068965514,30577.966101694914,56700.0,0.31420398176856185,0.06825064199886387,0.016440989581776807,26122.033898305086,household_giant
Vinamit,10,1,Bánh Kẹo,81978.93181818181,65543.75,39668.0,147569.99999999997,0.13871212121212123,0.16473484848484848,0.02036084297109413,107901.99999999997,niche_professional
Cosy,10,1,Bánh Kẹo,39676.125431599816,20450.0,15053.636363636364,110526.17511520737,0.20734979231184164,0.17762946066147084,0.05275152349001226,95472.538751571,household_giant
Kewpie,10,1,Gia Vị,69057.28264442051,55626.470588235294,41330.88372093024,127620.24999999999,0.2772478855808991,0.13067102821327187,0.05905552228822988,86289.36627906974,household_giant
Milo,10,3,"Bánh Kẹo, Sữa Tươi, Thực Phẩm Khô",60593.79250715551,26006.896551724138,15460.0,124846.36363636359,0.28234401468097114,0.10702970465287928,0.023361172937735195,109386.36363636359,household_giant
Hoàng Gia,10,3,"Bánh Kẹo, Mì - Thực Phẩm Ăn Liền, Thực Phẩm Chế Biến",78456.43041606886,45880.0,23356.312769010045,162809.99999999997,0.27352367288378765,0.15242162204848772,0.026428270464209463,139453.68723098992,local_value
DH Foods,10,1,Gia Vị,27468.772555308016,23755.1724137931,18163.333333333332,45300.46655231561,0.11314288607847489,0.1156719127596342,0.030208754639237872,27137.133218982275,local_value
Ba Vì,10,2,"Sữa Tươi, Trứng - Đậu Hũ",45100.30134084763,46392.0,30429.342789598108,60175.3488372093,0.1651709129920855,0.15332282035120842,0.03393388935660493,29746.00604761119,household_giant
Omachi,10,1,Mì - Thực Phẩm Ăn Liền,200276.5,230512.5,97100.0,258526.0,0.187,0.10505050505050506,0.015433427382151577,161426.0,prestige_leader
Ponnie,9,2,"Thực Phẩm Chế Biến, Thực Phẩm Khô",40116.678434063535,30580.0,10012.261904761905,73416.9696969697,0.248818423566385,0.18403963581045024,0.07319409704463355,63404.70779220779,local_value
Hoff,9,1,Sữa Tươi,52786.355703676956,46173.58490566038,37190.90909090909,73763.75,0.44996451606431737,0.1511493224324356,0.04570718084293062,36572.84090909091,local_value
Samyang,9,1,Mì - Thực Phẩm Ăn Liền,35550.53968253968,36000.0,31422.4,39280.0,0.21661375661375662,0.17627611453525674,0.02362413629088003,7857.5999999999985,prestige_leader
Ông Già Ika,9,1,Thực Phẩm Chế Biến,115780.4884285897,122700.0,73460.0,152532.15189873418,0.052704257767548904,0.14631537960812932,0.012078631384895448,79072.15189873418,niche_professional
Hồng Lam,9,1,Bánh Kẹo,66299.0990990991,70700.0,60258.37837837838,71300.0,0.024024024024024024,0.06976744186046512,0.0032847578024251486,11041.62162162162,niche_professional
Heo Cao Bồi,8,2,"Thực Phẩm Chế Biến, Thực Phẩm Khô",15568.967862380285,10800.0,10432.083097795365,29988.0,0.11751890448218513,0.16773504273504272,0.03741157497964166,19555.916902204634,local_value
Barilla,8,2,"Gia Vị, Mì - Thực Phẩm Ăn Liền",108797.15199725756,123334.11016949153,66444.8275862069,143022.740547588,0.29846675278257684,0.15475092891645018,0.06851435877336268,76577.91296138111,niche_professional
Nam Ngư,8,1,Gia Vị,52404.30302889542,55279.46127946128,32170.0,66354.80769230769,0.26900685564549387,0.11255385690194565,0.04102417855852884,34184.80769230769,household_giant
Ferrero,8,1,Bánh Kẹo,214607.3132592434,215195.5128205128,123459.7435897436,326882.81862745096,0.8008635756797522,0.27215235560385914,0.13784849422191062,203423.07503770737,niche_professional
Kitkool,8,2,"Thực Phẩm Chế Biến, Thực Phẩm Đông Lạnh",46750.4854826546,40150.0,37335.28280542986,59900.0,0.03898001508295626,0.18587658953512612,0.017442444873190556,22564.71719457014,local_value
Thiên Nhiên Xanh,8,2,"Mì - Thực Phẩm Ăn Liền, Thực Phẩm Chế Biến",54928.86956521739,58000.0,24650.8,80750.0,0.25,0.06676409516714484,0.005306506414918452,56099.2,local_value
Thaibifood,8,1,Thực Phẩm Đông Lạnh,119525.0,104950.0,59150.0,192990.0,0.0,,0.0,133840.0,niche_professional
Angst,7,1,Thực Phẩm Chế Biến,73434.00635079206,62232.5,53652.98701298701,103269.23076923081,0.07384401312972742,0.155958464360587,0.026192629195871595,49616.2437562438,local_value
Nutimilk,7,1,Sữa Tươi,34185.71428571428,26000.0,21400.0,50580.000000000015,0.2857142857142857,0.23303834808259588,0.002470983590096246,29180.000000000015,local_value
Hạnh Phúc,7,1,Gia Vị,95957.14285714286,83500.0,39500.0,163240.00000000003,0.0,,0.0,123740.00000000003,local_value
Afc,7,1,Bánh Kẹo,30681.632653061224,29368.571428571428,24100.0,37621.14285714286,0.15102040816326529,0.13877104563579973,0.03682765350664753,13521.142857142862,local_value
Président,7,1,Sữa Tươi,109356.77655677656,84500.0,75344.44444444444,153400.0,0.17484737484737486,0.059370260256912555,0.012391558240465316,78055.55555555556,niche_professional
Betagen,7,1,Sữa Tươi,30579.645875660783,27600.0,20716.548089591568,40174.812646370025,0.4530876996520072,0.1125929572394913,0.049427293176240616,19458.264556778457,niche_professional
Dabaco,7,1,Trứng - Đậu Hũ,55391.631189970525,55566.666666666664,44157.12737127371,66927.47628083492,0.0,,0.03270521482719107,22770.34890956121,local_value
Lotte,7,1,Bánh Kẹo,36730.97308488613,29473.333333333332,28238.260869565216,54668.69565217391,0.12132505175983437,0.21533994392556324,0.041646865013114764,26430.434782608696,prestige_leader
Pediasure,7,2,"Chăm Sóc Bé, Sữa Tươi",377600.65066131763,133800.0,72932.0,897335.849056604,0.4555256064690027,0.09370624407591913,0.015491948029914323,824403.849056604,prestige_leader
Neptune,7,2,"Gia Vị, Thực Phẩm Khô",113143.46189419703,110784.61538461539,34626.567164179105,189131.6028368795,0.5714697791054124,0.3746452247991603,0.04725958894986155,154505.03567270038,household_giant
Meadow Fresh,6,1,Sữa Tươi,48388.32273435942,47913.17543859649,44425.16366612111,52826.62909836066,0.8329024817987928,0.17960099988961345,0.08120115828629036,8401.46543223955,niche_professional
Xylitol,6,1,Bánh Kẹo,43700.0,43700.0,28800.0,58600.0,0.0,,0.0,29800.0,local_value
Lothamilk,6,1,Sữa Tươi,31466.666666666668,30950.0,18300.0,45150.0,0.0,,0.0,26850.0,local_value
Ngọc Thơm,6,2,"Thực Phẩm Chế Biến, Thực Phẩm Đông Lạnh",106127.22056020332,95984.21052631579,82925.12972572276,139472.32142857142,0.17339784319954818,0.1438297643534667,0.04456629169030624,56547.191702848664,local_value
Xuân An,6,2,"Bánh Kẹo, Thực Phẩm Khô",96105.43331065208,89613.9705882353,68520.940586045,130181.38875767594,0.47694068057919453,0.2686005661313553,0.13015626669045652,61660.44817163094,local_value
Hải Nam,6,2,"Thực Phẩm Khô, Thực Phẩm Đông Lạnh",80945.98869196756,57989.051094890514,49688.770053475935,135160.14492753622,0.13497329920687584,0.17518518518518517,0.05390055681110898,85471.37487406029,local_value
Lc Food,6,3,"Mì - Thực Phẩm Ăn Liền, Thực Phẩm Chế Biến, Thực Phẩm Đông Lạnh",26428.273809523806,25750.0,9100.0,44434.82142857143,0.25892857142857145,0.2522932978390229,0.022343825102203136,35334.82142857143,local_value
P/S,6,1,Chăm Sóc Bé,33016.666666666664,26100.0,18850.0,54100.0,0.0,,0.0,35250.0,household_giant
Tohogenkai,6,1,Thực Phẩm Khô,45650.0,49250.0,33300.0,54400.0,0.0,,0.0,21100.0,niche_professional
Ông Thọ,6,1,Sữa Tươi,36699.43783068783,27900.0,23348.31349206349,58850.0,0.1515652557319224,0.0775,0.013737051274767481,35501.68650793651,household_giant
Thuận Phát,6,1,Gia Vị,60586.47314239706,60364.781746031746,20013.333333333332,101381.30434782608,0.483691818112108,0.21720038794833754,0.11358529810769524,81367.97101449275,local_value
Richy,6,1,Bánh Kẹo,59013.04012345679,40943.75,30130.555555555555,105964.81481481482,0.29552469135802467,0.1838977945423391,0.06120980651761368,75834.25925925927,local_value
Ritter Sport,6,1,Bánh Kẹo,102100.0,76900.0,76900.0,152500.0,0.0,,0.0,75600.0,niche_professional
Safoco,6,1,Mì - Thực Phẩm Ăn Liền,18411.36200716846,18927.419354838712,13228.333333333332,23078.333333333336,1.0,0.12138433857317578,0.0014806069872702358,9850.000000000004,local_value
Farmers Union,6,1,Sữa Tươi,139912.8778203491,143685.18518518517,82903.44827586207,193150.0,0.29316075580443396,0.16608225108225108,0.05954067466948463,110246.55172413793,niche_professional
Bibigo,6,2,"Thực Phẩm Khô, Thực Phẩm Đông Lạnh",44027.251207729474,35242.7536231884,32664.0,64175.0,0.1742270531400966,0.11454861679695609,0.02675355990983433,31511.0,niche_professional
Lee Kum Kee,5,1,Gia Vị,42919.13165266106,52200.0,19420.0,61051.120448179274,0.022128851540616244,0.15617612770155143,0.017930491476519685,41631.120448179274,niche_professional
Ông Kim,5,1,Thực Phẩm Chế Biến,50338.71340523883,48500.0,26067.881355932204,77161.81818181818,0.13633061853400835,0.16967191117923072,0.039738839355265405,51093.936825885976,local_value
Solite,5,1,Bánh Kẹo,46969.230769230766,48423.07692307692,36709.230769230766,54840.0,0.15384615384615385,0.2019047619047619,0.04315594421275416,18130.769230769234,local_value
Merci,5,1,Bánh Kẹo,267768.21428571426,223000.0,161962.5,398792.14285714284,0.4130952380952381,0.1668998776265884,0.05339256426052227,236829.64285714284,niche_professional
Yến Việt,5,1,Mì - Thực Phẩm Ăn Liền,10280.0,9200.0,9140.0,12500.0,1.0,0.12595238095238095,0.0,3360.0,local_value
Minh Tiến,5,1,Thực Phẩm Đông Lạnh,111580.0,109200.0,75300.0,150320.0,0.0,,0.0,75020.0,local_value
Mộc Châu,5,1,Sữa Tươi,37220.0,41500.0,24700.0,44800.0,0.0,,0.0,20100.0,household_giant
Alpenliebe,5,1,Bánh Kẹo,20437.14285714286,16500.0,14168.571428571428,28700.0,0.6457142857142857,0.18131059553681975,0.04864036161076275,14531.428571428572,niche_professional
Tân Tân,5,1,Bánh Kẹo,56980.0,56300.0,46820.0,67700.0,0.0,,0.0,20880.0,local_value
Topkid,5,1,Sữa Tươi,20091.24918672739,22813.793103448275,6500.0,32326.98113207547,0.16762424303087933,0.1323139045372403,0.037316042121162116,25826.98113207547,local_value
Pocky,5,1,Bánh Kẹo,24431.12643678161,16313.333333333334,16281.333333333334,40381.379310344826,0.4041379310344828,0.18264939299106653,0.08109178820328992,24100.04597701149,local_value
Phú Mỹ Bakery,5,1,Thực Phẩm Chế Biến,30967.55781150067,32132.69230769231,24557.51111111111,36067.34693877551,0.0,,0.04019256242516566,11509.8358276644,local_value
Bento,5,1,Bánh Kẹo,29280.0,29500.0,28840.0,29500.0,0.0,,0.0,660.0,local_value
Fristi,5,1,Sữa Tươi,21756.822659181013,23949.15254237288,18006.76923076923,24445.74568288854,0.41843599499773837,0.12364424430059104,0.06483249484169518,6438.97645211931,local_value
Degrees,5,1,Sữa Tươi,117274.25287356321,109900.0,97115.1724137931,141800.0,0.18045977011494255,0.18547455916053296,0.03966927435602112,44684.8275862069,prestige_leader
Heinz,5,1,Gia Vị,62603.967286668565,69067.39130434782,34864.52830188679,88217.95918367346,0.16819574425340275,0.13377856917486688,0.0381789177779866,53353.43088178667,niche_professional
Golden Farm,5,3,"Gia Vị, Mì - Thực Phẩm Ăn Liền, Thực Phẩm Khô",46051.32384156445,41700.0,36955.932203389835,58875.48612981416,0.2306399412052021,0.11202783220300515,0.03410646135868942,21919.553926424327,local_value
